 0.000000+0 1.000000+6          0          0          8          09440 4 51   20
 2.161400-2-4.058700-2-7.148200-3 5.083600-3 1.169400-3 7.018000-49440 4 51   21
 4.170300-5 1.547400-5                                            9440 4 51   22
 0.000000+0 1.500000+6          0          0          8          09440 4 51   23
 5.986900-2-5.237500-2-1.766000-2 8.624700-3 6.706700-3 4.500800-39440 4 51   24
 5.051200-4 3.332600-4                                            9440 4 51   25
 0.000000+0 2.008300+6          0          0         10          09440 4 51   26
 1.200400-1-3.150600-2-2.194300-2 1.399300-2 1.946700-2 6.961900-39440 4 51   27
 1.629500-3 2.035700-3 1.554400-4 6.269200-5                      9440 4 51   28
 0.000000+0 3.012500+6          0          0         12          09440 4 51   29
 2.413700-1 4.852400-2 1.804300-2 3.575000-2 4.505000-2-7.915800-39440 4 51   30
 2.248600-3 8.302600-3 1.794700-3 1.316700-3 1.413700-4 3.165200-59440 4 51   31
 0.000000+0 4.016700+6          0          0         12          09440 4 51   32
 2.908600-1 9.037100-2 5.179900-2 4.542500-2 5.727500-2-1.606900-29440 4 51   33
-1.362600-2 1.616900-3 6.215300-3 6.276100-3 9.542800-4 3.258800-49440 4 51   34
 0.000000+0 6.000000+6          0          0         14          09440 4 51   35
 3.062600-1 9.219700-2 2.450600-2 1.628400-2 1.058600-2-2.420600-29440 4 51   36
-5.630400-2-4.862200-2 4.962400-3 1.526300-2 6.526700-3 6.004900-39440 4 51   37
 1.537300-3 3.472200-4                                            9440 4 51   38
 0.000000+0 8.000000+6          0          0         16          09440 4 51   39
 3.568100-1 1.006800-1 1.005800-2-1.452000-2-2.592400-2-4.530800-29440 4 51   40
-5.493400-2-6.189700-2-2.261900-2-6.670000-3 9.478500-3 1.728300-29440 4 51   41
 7.459800-3 3.516900-3 1.377600-3 2.749200-4                      9440 4 51   42
 0.000000+0 1.000000+7          0          0         18          09440 4 51   43
 4.146200-1 1.362400-1 3.479000-2-5.326200-3-2.602500-2-4.489800-29440 4 51   44
-4.994600-2-5.646800-2-3.197500-2-1.375400-2 7.849600-3 1.561700-29440 4 51   45
 1.024800-2 9.917100-3 6.384000-3 2.073600-3 7.855600-4 1.551700-49440 4 51   46
 0.000000+0 1.250000+7          0          0         18          09440 4 51   47
 4.714200-1 1.919200-1 8.084400-2 3.368200-2 5.612900-3-1.311100-29440 4 51   48
-2.355600-2-2.716100-2-1.650600-2-2.311700-3 8.010500-3-2.100000-39440 4 51   49
 5.188500-4 1.578700-2 1.606700-2 7.632000-3 4.639300-3 9.477400-49440 4 51   50
 0.000000+0 1.500000+7          0          0         20          09440 4 51   51
 5.038600-1 2.435100-1 1.239500-1 7.482600-2 4.222500-2 2.498900-29440 4 51   52
 1.132900-2 3.479300-3 4.043200-3 4.026300-3 8.039600-3-4.272400-39440 4 51   53
-5.846600-3 7.877200-3 1.392900-2 1.397900-2 1.533400-2 6.443400-39440 4 51   54
 3.021900-3 7.035300-4                                            9440 4 51   55
 0.000000+0 1.750000+7          0          0         20          09440 4 51   56
 5.085500-1 2.723800-1 1.505600-1 1.049600-1 7.033100-2 5.677200-29440 4 51   57
 4.259400-2 3.275600-2 2.722900-2 2.030400-2 1.610400-2 4.874000-39440 4 51   58
-4.604600-3-1.013700-2-6.134100-3 1.186300-2 2.477400-2 1.295100-29440 4 51   59
 8.817100-3 2.321800-3                                            9440 4 51   60
 0.000000+0 2.000000+7          0          0         20          09440 4 51   61
 4.913300-1 2.711600-1 1.491700-1 1.109300-1 7.570100-2 6.593200-29440 4 51   62
 5.360400-2 4.410400-2 3.658600-2 2.492500-2 1.650100-2 2.033400-49440 4 51   63
-1.030700-2-2.181800-2-2.354100-2-4.833700-4 1.914900-2 1.422000-29440 4 51   64
 1.653000-2 4.729100-3                                            9440 4 51   65
 0.000000+0 0.000000+0          0          0          0          09440 4  099999
 9.424000+4 2.379920+2          0          1          0          09440 4 52    1
 0.000000+0 2.379920+2          0          2          0          09440 4 52    2
 0.000000+0 0.000000+0          0          0          1         179440 4 52    3
         17          2                                            9440 4 52    4
 0.000000+0 1.423000+5          0          0          1          09440 4 52    5
 0.000000+0                                                       9440 4 52    6
 0.000000+0 2.000000+5          0          0          4          09440 4 52    7
 2.759900-3 8.674300-4 1.215500-4 3.994500-6                      9440 4 52    8
 0.000000+0 4.000000+5          0          0          6          09440 4 52    9
 5.700200-3 1.895100-3 1.871900-4-1.741000-5-1.986200-6 8.241300-79440 4 52   10
 0.000000+0 6.015200+5          0          0          6          09440 4 52   11
 1.653300-2 3.653200-3 2.075100-4-1.102800-4 1.126400-5 6.589600-69440 4 52   12
 0.000000+0 7.500000+5          0          0          8          09440 4 52   13
 1.757900-2 2.657800-3 1.639000-5-6.658000-5 3.553300-5 4.052300-69440 4 52   14
-2.688200-6 3.328400-7                                            9440 4 52   15
 0.000000+0 1.000000+6          0          0          8          09440 4 52   16
 2.290600-2 1.241600-3-3.465700-4 1.499800-4 8.895200-5-1.311500-59440 4 52   17
-7.250500-6 1.700700-6                                            9440 4 52   18
 0.000000+0 1.500000+6          0          0          8          09440 4 52   19
 5.342100-2-8.702700-3-2.569800-3 2.774000-3 2.622200-4-3.158100-49440 4 52   20
-1.598800-5 2.297400-5                                            9440 4 52   21
 0.000000+0 2.008300+6          0          0         10          09440 4 52   22
 1.051400-1-2.771500-2-1.861200-3 1.206000-2-7.526200-4-1.628000-39440 4 52   23
 1.891500-4 7.541500-5-3.920400-5 8.251200-6                      9440 4 52   24
 0.000000+0 3.012500+6          0          0         12          09440 4 52   25
 2.161700-1-2.613900-2 1.763000-2 2.412300-2-4.256300-3-5.511100-49440 4 52   26
 1.378900-3-1.151500-3-3.198700-4 1.935200-4-1.806000-5 6.244000-69440 4 52   27
 0.000000+0 4.016700+6          0          0         12          09440 4 52   28
 2.462100-1 1.336100-2 3.247000-2 7.705900-3 5.748600-3 3.747900-39440 4 52   29
-6.783000-3-4.024000-3 8.410900-4 4.487500-4-2.033200-4 6.045400-59440 4 52   30
 0.000000+0 6.000000+6          0          0         14          09440 4 52   31
 2.612700-1 3.915000-2 3.693500-2-2.322300-2 1.684600-2-9.575500-39440 4 52   32
-2.533800-2 1.201600-2 8.427800-3-4.009800-3-1.216500-3 6.316100-49440 4 52   33
-1.720500-5 2.403100-5                                            9440 4 52   34
 0.000000+0 8.000000+6          0          0         16          09440 4 52   35
 2.700600-1 5.953600-2 3.945200-2-9.207700-3 2.231900-2 2.171000-49440 4 52   36
-1.601600-2 3.250100-3-1.772100-3-1.237600-3 4.263300-3 5.970600-59440 4 52   37
-1.326400-3 2.811300-6 1.829000-4 1.098000-5                      9440 4 52   38
 0.000000+0 1.000000+7          0          0         18          09440 4 52   39
 2.842200-1 7.468300-2 2.967100-2-4.888700-3 1.413200-2-6.897500-39440 4 52   40
-7.445500-3-1.352700-2-6.783500-3 1.257600-2 1.293300-2-1.418100-39440 4 52   41
-4.239600-3-4.200900-4 3.418000-4-1.810600-4 1.801700-4 3.359600-59440 4 52   42
 0.000000+0 1.250000+7          0          0         18          09440 4 52   43
 2.870000-1 1.009900-1 2.548500-2-7.080200-3 2.714200-3-1.743000-29440 4 52   44
-1.023800-3-1.265800-2-3.057500-4 1.728100-2 3.550500-3-6.515700-39440 4 52   45
 3.889800-4 3.986000-3-2.028700-3-2.088200-3 8.100000-4-9.152500-59440 4 52   46
 0.000000+0 1.500000+7          0          0         20          09440 4 52   47
 2.606800-1 1.320900-1 3.975800-2 1.512100-4 5.187700-3-2.353700-29440 4 52   48
-1.728200-3-1.338900-2-5.049600-3 1.195800-2 2.098500-3-1.565100-39440 4 52   49
 1.182800-2 8.347900-3-9.499700-3-3.600500-3 1.690200-3-1.320900-39440 4 52   50
 5.162600-4 1.449000-4                                            9440 4 52   51
 0.000000+0 1.750000+7          0          0         20          09440 4 52   52
 2.260100-1 1.536800-1 4.856600-2 1.165200-2 2.350200-2-2.019000-29440 4 52   53
 1.142500-2-1.147700-2 4.501600-3 8.806600-3 1.091800-2 6.492700-39440 4 52   54
 5.333600-3 9.105700-4-1.036900-2 4.565800-3 1.593700-4-6.796900-39440 4 52   55
 9.723500-4 7.344400-6                                            9440 4 52   56
 0.000000+0 2.000000+7          0          0         20          09440 4 52   57
 1.776000-1 1.605400-1 4.492900-2 1.835900-2 2.963300-2-2.091300-29440 4 52   58
 1.754100-2-1.593400-2 6.178100-3-1.279100-3 1.334000-3 1.234200-49440 4 52   59
-9.836900-3-7.708700-3 4.949900-3 2.093300-2-5.972600-3-1.289100-29440 4 52   60
 1.566500-3-1.497600-3                                            9440 4 52   61
 0.000000+0 0.000000+0          0          0          0          09440 4  099999
 9.424000+4 2.379920+2          0          1          0          09440 4 53    1
 0.000000+0 2.379920+2          0          2          0          09440 4 53    2
 0.000000+0 0.000000+0          0          0          1         169440 4 53    3
         16          2                                            9440 4 53    4
 0.000000+0 2.952400+5          0          0          1          09440 4 53    5
 0.000000+0                                                       9440 4 53    6
 0.000000+0 4.000000+5          0          0          6          09440 4 53    7
 1.577400-3 1.124000-3 1.903900-4 4.531200-5 2.583500-6-1.324100-79440 4 53    8
 0.000000+0 6.015200+5          0          0          6          09440 4 53    9
 2.050900-2 9.728800-3 2.286100-3 2.414300-4-2.122900-5-8.600300-69440 4 53   10
 0.000000+0 7.500000+5          0          0          8          09440 4 53   11
 1.534100-2 7.011600-3 1.444300-3 9.732800-5-3.127300-5-5.715900-69440 4 53   12
 5.823700-7 1.589600-7                                            9440 4 53   13
 0.000000+0 1.000000+6          0          0          8          09440 4 53   14
 1.381800-2 6.111400-3 9.678800-4 1.151400-5-2.925400-5-1.517200-79440 4 53   15
 1.320600-6 9.171100-8                                            9440 4 53   16
 0.000000+0 1.500000+6          0          0          8          09440 4 53   17
 3.630000-2 1.165200-2 6.038900-4-4.055300-4-1.768500-5 1.410200-59440 4 53   18
 2.845000-6-2.051300-6                                            9440 4 53   19
 0.000000+0 2.008300+6          0          0         10          09440 4 53   20
 9.711300-2 2.338600-2-3.500000-3-1.651900-3 3.362600-4 1.062700-49440 4 53   21
-1.199300-5-1.756300-5 4.098400-7 7.951500-7                      9440 4 53   22
 0.000000+0 3.012500+6          0          0         12          09440 4 53   23
 2.669500-1 1.184000-2-3.879000-2-2.592100-3 5.975900-3-8.314100-49440 4 53   24
-9.044800-4 4.256400-5 6.154000-5-9.293100-6-2.504200-6 1.829500-69440 4 53   25
 0.000000+0 4.016700+6          0          0         12          09440 4 53   26
 2.623100-1-4.074700-2-4.628400-2 1.356000-2 6.747500-3-4.440000-39440 4 53   27
-9.572300-4 1.357000-3 1.478400-4-1.903000-4-1.168600-5 8.996700-69440 4 53   28
 0.000000+0 6.000000+6          0          0         14          09440 4 53   29
 2.641000-1-3.749400-2 7.469800-3 1.493600-2 1.057400-2 1.288500-29440 4 53   30
 4.661700-3-3.143200-3-1.713600-3-1.500600-4 2.037800-4-2.809000-59440 4 53   31
-2.298900-5 8.464200-6                                            9440 4 53   32
 0.000000+0 8.000000+6          0          0         16          09440 4 53   33
 2.685700-1-1.731600-3 3.792200-2-9.670000-3 1.616000-2 4.483100-29440 4 53   34
-8.729900-3-2.566000-2 1.002900-3 6.107100-3 2.871100-4-9.598300-49440 4 53   35
-1.278000-4 8.760900-5 1.012900-5-4.502000-6                      9440 4 53   36
 0.000000+0 1.000000+7          0          0         18          09440 4 53   37
 2.614700-1 3.021200-2 4.100100-2-1.879900-2 1.277700-2 2.768200-29440 4 53   38
-6.430800-3-1.008700-2 1.713300-3 9.553300-4 3.129600-4-1.375100-39440 4 53   39
-5.062700-5 3.964600-4-1.093000-4-5.363800-5 3.947600-5 4.966400-69440 4 53   40
 0.000000+0 1.250000+7          0          0         18          09440 4 53   41
 2.068500-1 4.793600-2 4.566700-2-2.226900-2 1.304100-2 3.498600-39440 4 53   42
-1.137600-2 9.286700-4-3.982800-3-1.294000-2-4.017000-3 2.326700-39440 4 53   43
 4.719000-3 2.788600-4-1.684300-3 1.193100-4 2.657500-4-7.352300-59440 4 53   44
 0.000000+0 1.500000+7          0          0         20          09440 4 53   45
 1.190800-1 5.511300-2 5.348500-2-3.071200-2 2.187000-2-6.196000-39440 4 53   46
-1.626400-2 2.784400-3-1.879400-2-1.321800-3 1.038900-2 7.489900-39440 4 53   47
 4.037700-3-4.758100-3-3.056300-3 1.961800-3 4.250100-4-3.697300-49440 4 53   48
 1.232400-4-2.356700-5                                            9440 4 53   49
 0.000000+0 1.750000+7          0          0         20          09440 4 53   50
 8.877400-2 7.549100-2 4.093400-2-6.357100-2 1.771100-2-1.950200-29440 4 53   51
-6.249600-3 2.010900-2-1.039800-2 7.618700-3 7.435600-3-6.547100-39440 4 53   52
-7.604800-3-3.688500-3 3.616800-3 4.052600-3-8.764000-4-9.999700-49440 4 53   53
 3.468600-4-1.146200-4                                            9440 4 53   54
 0.000000+0 2.000000+7          0          0         20          09440 4 53   55
 8.535400-2 1.027300-1 3.065800-2-8.796800-2 6.311700-3-4.501500-29440 4 53   56
-4.037900-3 2.209700-2 5.377600-5 1.684100-2 2.499100-3-1.744100-29440 4 53   57
-1.679100-2 4.459500-3 1.544900-2 3.184900-3-3.391200-3-1.077300-39440 4 53   58
 2.979600-4-3.835700-4                                            9440 4 53   59
 0.000000+0 0.000000+0          0          0          0          09440 4  099999
 9.424000+4 2.379920+2          0          0          0          09440 4 54    1
 0.000000+0 2.379920+2          1          2          0          09440 4 54    2
 0.000000+0 0.000000+0          0          0          0          09440 4  099999
 9.424000+4 2.379920+2          0          0          0          09440 4 55    1
 0.000000+0 2.379920+2          1          2          0          09440 4 55    2
 0.000000+0 0.000000+0          0          0          0          09440 4  099999
 9.424000+4 2.379920+2          0          0          0          09440 4 56    1
 0.000000+0 2.379920+2          1          2          0          09440 4 56    2
 0.000000+0 0.000000+0          0          0          0          09440 4  099999
 9.424000+4 2.379920+2          0          0          0          09440 4 57    1
 0.000000+0 2.379920+2          1          2          0          09440 4 57    2
 0.000000+0 0.000000+0          0          0          0          09440 4  099999
 9.424000+4 2.379920+2          0          0          0          09440 4 58    1
 0.000000+0 2.379920+2          1          2          0          09440 4 58    2
 0.000000+0 0.000000+0          0          0          0          09440 4  099999
 9.424000+4 2.379920+2          0          0          0          09440 4 59    1
 0.000000+0 2.379920+2          1          2          0          09440 4 59    2
 0.000000+0 0.000000+0          0          0          0          09440 4  099999
 9.424000+4 2.379920+2          0          0          0          09440 4 60    1
 0.000000+0 2.379920+2          1          2          0          09440 4 60    2
 0.000000+0 0.000000+0          0          0          0          09440 4  099999
 9.424000+4 2.379920+2          0          0          0          09440 4 61    1
 0.000000+0 2.379920+2          1          2          0          09440 4 61    2
 0.000000+0 0.000000+0          0          0          0          09440 4  099999
 9.424000+4 2.379920+2          0          0          0          09440 4 62    1
 0.000000+0 2.379920+2          1          2          0          09440 4 62    2
 0.000000+0 0.000000+0          0          0          0          09440 4  099999
 9.424000+4 2.379920+2          0          0          0          09440 4 63    1
 0.000000+0 2.379920+2          1          2          0          09440 4 63    2
 0.000000+0 0.000000+0          0          0          0          09440 4  099999
 9.424000+4 2.379920+2          0          0          0          09440 4 64    1
 0.000000+0 2.379920+2          1          2          0          09440 4 64    2
 0.000000+0 0.000000+0          0          0          0          09440 4  099999
 9.424000+4 2.379920+2          0          0          0          09440 4 65    1
 0.000000+0 2.379920+2          1          2          0          09440 4 65    2
 0.000000+0 0.000000+0          0          0          0          09440 4  099999
 9.424000+4 2.379920+2          0          0          0          09440 4 66    1
 0.000000+0 2.379920+2          1          2          0          09440 4 66    2
 0.000000+0 0.000000+0          0          0          0          09440 4  099999
 9.424000+4 2.379920+2          0          0          0          09440 4 67    1
 0.000000+0 2.379920+2          1          2          0          09440 4 67    2
 0.000000+0 0.000000+0          0          0          0          09440 4  099999
 9.424000+4 2.379920+2          0          0          0          09440 4 68    1
 0.000000+0 2.379920+2          1          2          0          09440 4 68    2
 0.000000+0 0.000000+0          0          0          0          09440 4  099999
 9.424000+4 2.379920+2          0          0          0          09440 4 69    1
 0.000000+0 2.379920+2          1          2          0          09440 4 69    2
 0.000000+0 0.000000+0          0          0          0          09440 4  099999
 9.424000+4 2.379920+2          0          0          0          09440 4 91    1
 0.000000+0 2.379920+2          1          1          0          09440 4 91    2
 0.000000+0 0.000000+0          0          0          0          09440 4  099999
 0.000000+0 0.000000+0          0          0          0          09440 0  0    0
 9.424000+4 2.379920+2          0          0          1          09440 5 16    1
 6.560720+6 0.000000+0          0          9          1          29440 5 16    2
          2          2                                            9440 5 16    3
 6.560720+6 1.000000+0 2.000000+7 1.000000+0                      9440 5 16    4
 0.000000+0 0.000000+0          0          0          1          89440 5 16    5
          8          2                                            9440 5 16    6
 6.560720+6 3.800000+5 7.000000+6 3.960000+5 8.000000+6 4.240000+59440 5 16    7
 1.000000+7 4.750000+5 1.200000+7 5.110000+5 1.300000+7 5.240000+59440 5 16    8
 1.400000+7 5.300000+5 2.000000+7 5.300000+5                      9440 5 16    9
 0.000000+0 0.000000+0          0          0          0          09440 5  099999
 9.424000+4 2.379920+2          0          0          1          09440 5 17    1
 1.224000+7 0.000000+0          0          9          1          29440 5 17    2
          2          2                                            9440 5 17    3
 1.224000+7 1.000000+0 2.000000+7 1.000000+0                      9440 5 17    4
 0.000000+0 0.000000+0          0          0          1          69440 5 17    5
          6          2                                            9440 5 17    6
 1.224000+7 3.800000+5 1.400000+7 4.400000+5 1.600000+7 4.820000+59440 5 17    7
 1.800000+7 5.190000+5 1.900000+7 5.280000+5 2.000000+7 5.300000+59440 5 17    8
 0.000000+0 0.000000+0          0          0          0          09440 5  099999
 9.424000+4 2.379920+2          0          0          1          09440 5 18    1
-3.000000+7 0.000000+0          0          7          1          29440 5 18    2
          2          2                                            9440 5 18    3
 1.000000-5 1.000000+0 2.000000+7 1.000000+0                      9440 5 18    4
 0.000000+0 0.000000+0          0          0          1         119440 5 18    5
         11          2                                            9440 5 18    6
 1.000000-5 1.346000+6 2.000000+6 1.377000+6 4.000000+6 1.408000+69440 5 18    7
 6.000000+6 1.437000+6 8.000000+6 1.466000+6 1.000000+7 1.493000+69440 5 18    8
 1.200000+7 1.520000+6 1.400000+7 1.547000+6 1.600000+7 1.572000+69440 5 18    9
 1.800000+7 1.597000+6 2.000000+7 1.622000+6                      9440 5 18   10
 0.000000+0 0.000000+0          0          0          0          09440 5  099999
 9.424000+4 2.379920+2          0          0          1          09440 5 19    1
-3.000000+7 0.000000+0          0          7          1          29440 5 19    2
          2          2                                            9440 5 19    3
 1.000000-5 1.000000+0 2.000000+7 1.000000+0                      9440 5 19    4
 0.000000+0 0.000000+0          0          0          1         119440 5 19    5
         11          2                                            9440 5 19    6
 1.000000-5 1.346000+6 2.000000+6 1.377000+6 4.000000+6 1.408000+69440 5 19    7
 6.000000+6 1.437000+6 8.000000+6 1.466000+6 1.000000+7 1.493000+69440 5 19    8
 1.200000+7 1.520000+6 1.400000+7 1.547000+6 1.600000+7 1.572000+69440 5 19    9
 1.800000+7 1.597000+6 2.000000+7 1.622000+6                      9440 5 19   10
 0.000000+0 0.000000+0          0          0          0          09440 5  099999
 9.424000+4 2.379920+2          0          0          2          09440 5 20    1
-3.000000+7 0.000000+0          0          7          1         159440 5 20    2
         15          2                                            9440 5 20    3
 4.500000+6 7.351000-1 7.000000+6 7.463000-1 8.000000+6 7.550000-19440 5 20    4
 9.000000+6 7.632000-1 1.000000+7 7.709000-1 1.100000+7 7.780000-19440 5 20    5
 1.223980+7 7.863000-1 1.300000+7 7.910000-1 1.400000+7 7.971000-19440 5 20    6
 1.500000+7 8.027000-1 1.600000+7 8.081000-1 1.700000+7 8.131000-19440 5 20    7
 1.800000+7 8.179000-1 1.900000+7 8.225000-1 2.000000+7 8.268000-19440 5 20    8
 0.000000+0 0.000000+0          0          0          1          89440 5 20    9
          8          2                                            9440 5 20   10
 4.500000+6 1.440000+6 8.000000+6 1.469000+6 1.000000+7 1.496000+69440 5 20   11
 1.200000+7 1.522000+6 1.400000+7 1.547000+6 1.600000+7 1.572000+69440 5 20   12
 1.800000+7 1.596000+6 2.000000+7 1.619000+6                      9440 5 20   13
 5.020000+6 0.000000+0          0          9          1         159440 5 20   14
         15          2                                            9440 5 20   15
 4.500000+6 2.649000-1 7.000000+6 2.537000-1 8.000000+6 2.450000-19440 5 20   16
 9.000000+6 2.368000-1 1.000000+7 2.291000-1 1.100000+7 2.220000-19440 5 20   17
 1.223980+7 2.137000-1 1.300000+7 2.090000-1 1.400000+7 2.029000-19440 5 20   18
 1.500000+7 1.973000-1 1.600000+7 1.919000-1 1.700000+7 1.869000-19440 5 20   19
 1.800000+7 1.821000-1 1.900000+7 1.775000-1 2.000000+7 1.732000-19440 5 20   20
 0.000000+0 0.000000+0          0          0          1          89440 5 20   21
          8          2                                            9440 5 20   22
 4.500000+6 3.520000+5 7.000000+6 3.960000+5 8.000000+6 4.240000+59440 5 20   23
 1.000000+7 4.750000+5 1.200000+7 5.110000+5 1.300000+7 5.240000+59440 5 20   24
 1.400000+7 5.300000+5 2.000000+7 5.300000+5                      9440 5 20   25
 0.000000+0 0.000000+0          0          0          0          09440 5  099999
 9.424000+4 2.379920+2          0          0          2          09440 5 21    1
-3.000000+7 0.000000+0          0          7          1          99440 5 21    2
          9          2                                            9440 5 21    3
 1.224000+7 5.726000-1 1.300000+7 5.819000-1 1.400000+7 5.942000-19440 5 21    4
 1.500000+7 6.054000-1 1.600000+7 6.161000-1 1.700000+7 6.262000-19440 5 21    5
 1.800000+7 6.358000-1 1.900000+7 6.449000-1 2.000000+7 6.536000-19440 5 21    6
 0.000000+0 0.000000+0          0          0          1          59440 5 21    7
          5          2                                            9440 5 21    8
 1.224000+7 1.525000+6 1.400000+7 1.547000+6 1.600000+7 1.572000+69440 5 21    9
 1.800000+7 1.596000+6 2.000000+7 1.619000+6                      9440 5 21   10
 1.218900+7 0.000000+0          0          9          1          99440 5 21   11
          9          2                                            9440 5 21   12
 1.224000+7 4.274000-1 1.300000+7 4.181000-1 1.400000+7 4.058000-19440 5 21   13
 1.500000+7 3.946000-1 1.600000+7 3.839000-1 1.700000+7 3.738000-19440 5 21   14
 1.800000+7 3.642000-1 1.900000+7 3.551000-1 2.000000+7 3.464000-19440 5 21   15
 0.000000+0 0.000000+0          0          0          1          69440 5 21   16
          6          2                                            9440 5 21   17
 1.224000+7 3.800000+5 1.400000+7 4.400000+5 1.600000+7 4.820000+59440 5 21   18
 1.800000+7 5.190000+5 1.900000+7 5.280000+5 2.000000+7 5.300000+59440 5 21   19
 0.000000+0 0.000000+0          0          0          0          09440 5  099999
 9.424000+4 2.379920+2          0          0          1          09440 5 91    1
 4.317200+4 0.000000+0          0          9          1          29440 5 91    2
          2          2                                            9440 5 91    3
 1.144800+6 1.000000+0 2.000000+7 1.000000+0                      9440 5 91    4
 0.000000+0 0.000000+0          0          0          1         109440 5 91    5
         10          2                                            9440 5 91    6
 1.144800+6 3.800000+5 2.000000+6 4.120000+5 3.000000+6 4.400000+59440 5 91    7
 4.000000+6 4.640000+5 5.000000+6 4.830000+5 6.000000+6 5.020000+59440 5 91    8
 7.000000+6 5.180000+5 8.000000+6 5.280000+5 9.000000+6 5.300000+59440 5 91    9
 2.000000+7 5.000000+5                                            9440 5 91   10
 0.000000+0 0.000000+0          0          0          0          09440 5  099999
 9.424000+4 2.379920+2          0          0          6          09440 5455    1
-3.000000+7 0.000000+0          0          5          1          29440 5455    2
          2          2                                            9440 5455    3
 1.000000-5 3.196866-2 2.000000+7 3.196866-2                      9440 5455    4
 0.000000+0 0.000000+0          0          0          1          29440 5455    5
          2          2                                            9440 5455    6
 1.000000-5 1.000000+0 2.000000+7 1.000000+0                      9440 5455    7
 0.000000+0 0.000000+0          0          0          1        1859440 5455    8
        185          1                                            9440 5455    9
 0.000000+0 2.051242-7 1.000000+4 1.839256-6 2.000000+4 2.061080-69440 5455   10
 3.000000+4 7.211678-7 4.000000+4 1.356732-6 5.000000+4 2.076748-69440 5455   11
 6.000000+4 1.416354-6 7.000000+4 1.857217-6 8.000000+4 1.575383-69440 5455   12
 9.000000+4 8.852584-7 1.000000+5 6.901669-7 1.100000+5 1.053379-69440 5455   13
 1.200000+5 1.557038-6 1.300000+5 1.758912-6 1.400000+5 1.831829-69440 5455   14
 1.500000+5 1.471343-6 1.600000+5 1.249884-6 1.700000+5 1.605856-69440 5455   15
 1.800000+5 1.807450-6 1.900000+5 1.256958-6 2.000000+5 1.150952-69440 5455   16
 2.100000+5 1.202741-6 2.200000+5 1.147421-6 2.300000+5 1.338734-69440 5455   17
 2.400000+5 2.200683-6 2.500000+5 2.732591-6 2.600000+5 2.159085-69440 5455   18
 2.700000+5 1.593103-6 2.800000+5 1.074869-6 2.900000+5 7.824573-79440 5455   19
 3.000000+5 8.145195-7 3.100000+5 1.040022-6 3.200000+5 1.024387-69440 5455   20
 3.300000+5 8.466910-7 3.400000+5 8.331610-7 3.500000+5 8.461577-79440 5455   21
 3.600000+5 1.415047-6 3.700000+5 1.928133-6 3.800000+5 1.619343-69440 5455   22
 3.900000+5 1.312369-6 4.000000+5 1.140632-6 4.100000+5 1.124572-69440 5455   23
 4.200000+5 1.007828-6 4.300000+5 1.012969-6 4.400000+5 1.080898-69440 5455   24
 4.500000+5 9.196550-7 4.600000+5 1.096169-6 4.700000+5 1.271613-69440 5455   25
 4.800000+5 1.182472-6 4.900000+5 1.214017-6 5.000000+5 1.235388-69440 5455   26
 5.100000+5 1.012697-6 5.200000+5 8.087222-7 5.300000+5 6.343995-79440 5455   27
 5.400000+5 6.104380-7 5.500000+5 8.084669-7 5.600000+5 8.858389-79440 5455   28
 5.700000+5 1.004351-6 5.800000+5 1.027409-6 5.900000+5 7.927891-79440 5455   29
 6.000000+5 6.599774-7 6.100000+5 5.738163-7 6.200000+5 3.898808-79440 5455   30
 6.300000+5 3.954217-7 6.400000+5 3.684374-7 6.500000+5 3.543646-79440 5455   31
 6.600000+5 3.023869-7 6.700000+5 3.653267-7 6.800000+5 4.257210-79440 5455   32
 6.900000+5 3.434252-7 7.000000+5 3.335310-7 7.100000+5 3.818375-79440 5455   33
 7.200000+5 4.447504-7 7.300000+5 5.516130-7 7.400000+5 6.879892-79440 5455   34
 7.500000+5 5.868184-7 7.600000+5 5.364268-7 7.700000+5 4.751256-79440 5455   35
 7.800000+5 4.257330-7 7.900000+5 3.146230-7 8.000000+5 3.214724-79440 5455   36
 8.100000+5 3.276719-7 8.200000+5 3.464234-7 8.300000+5 4.566530-79440 5455   37
 8.400000+5 7.889931-7 8.500000+5 8.487859-7 8.600000+5 5.761020-79440 5455   38
 8.700000+5 3.803053-7 8.800000+5 3.185430-7 8.900000+5 2.524610-79440 5455   39
 9.000000+5 2.457946-7 9.100000+5 2.696820-7 9.200000+5 2.863781-79440 5455   40
 9.300000+5 3.820104-7 9.400000+5 4.962811-7 9.500000+5 4.723974-79440 5455   41
 9.600000+5 3.852370-7 9.700000+5 3.424485-7 9.800000+5 3.069845-79440 5455   42
 9.900000+5 2.997968-7 1.000000+6 2.526029-7 1.010000+6 2.074674-79440 5455   43
 1.020000+6 1.768635-7 1.030000+6 2.192623-7 1.040000+6 2.882957-79440 5455   44
 1.050000+6 3.147420-7 1.060000+6 2.322354-7 1.070000+6 1.715685-79440 5455   45
 1.080000+6 1.683797-7 1.090000+6 1.865815-7 1.100000+6 1.586070-79440 5455   46
 1.110000+6 2.315241-7 1.120000+6 3.097318-7 1.130000+6 3.881080-79440 5455   47
 1.140000+6 4.461648-7 1.150000+6 3.476932-7 1.160000+6 2.418258-79440 5455   48
 1.170000+6 2.667161-7 1.180000+6 2.547730-7 1.190000+6 2.468531-79440 5455   49
 1.200000+6 2.172905-7 1.210000+6 1.846115-7 1.220000+6 1.042088-79440 5455   50
